,odpts
0,POINT (-86.23740335900247 41.499120381772386)
1,POINT (-86.23368596899361 41.51293217231283)
2,POINT (-86.13182062895305 41.48216560616931)
0,POINT (-86.16629550993372 41.74132730190432)
1,POINT (-86.3489844776518 41.74873764635961)
0,POINT (-86.4273669049721 41.53698823954379)
1,POINT (-86.3321188450933 41.620622165892854)
2,POINT (-86.38396742518273 41.5924217024744)
0,POINT (-86.06922946181209 41.66324912148687)
1,POINT (-86.3668541321004 41.51887580912927)
0,POINT (-86.3576519946433 41.52928132223049)
0,POINT (-86.45413340034982 41.73982657040384)
1,POINT (-86.24793681224989 41.5352402988407)
2,POINT (-86.24895953312186 41.63896377360701)
0,POINT (-86.115789507967 41.60438630190915)
1,POINT (-86.18990389706399 41.60775568165081)
2,POINT (-86.21683419944502 41.58135268117515)
3,POINT (-86.43990058811232 41.55232830927766)
0,POINT (-86.18323247272996 41.488700133041185)
1,POINT (-86.34150446845113 41.622058163300046)
2,POINT (-86.16613100089381 41.73447598738169)
3,POINT (-86.06673114468887 41.630373096742964)
0,POINT (-86.22499753426493 41.55761322546792)
0,POINT (-86.29676926654959 41.564046268414415)
1,POINT (-86.121314070577 41.60574845538662)
2,POINT (-86.45495327702118 41.69745076360919)
3,POINT (-86.2020518457877 41.67927750243641)
0,POINT (-86.12929954465503 41.501653386612645)
0,POINT (-86.28853019277909 41.52667652912445)
1,POINT (-86.17001307213434 41.649911838062835)
0,POINT (-86.47911506545113 41.58090013863561)
1,POINT (-86.0981415002988 41.685949454961616)
2,POINT (-86.51428314011781 41.752356546770805)
3,POINT (-86.08716287741832 41.60184685763714)
0,POINT (-86.21750439480742 41.57116341273101)
1,POINT (-86.16092608472603 41.656762525154235)
0,POINT (-86.25086531683635 41.68153428134826)
1,POINT (-86.0636391842068 41.533155095115234)
0,POINT (-86.08427755001892 41.59262390065954)
0,POINT (-86.28034802342239 41.59502490361945)
0,POINT (-86.1535455083343 41.748783091855046)
0,POINT (-86.11900697616726 41.599439487895744)
1,POINT (-86.08647252894274 41.545225340378195)
2,POINT (-86.4422715555601 41.532500575218634)
3,POINT (-86.20939347042378 41.54054495300735)
0,POINT (-86.27950444294918 41.55045539843883)
1,POINT (-86.0769571860296 41.622115853577476)
2,POINT (-86.47794966700857 41.46477699328767)
3,POINT (-86.39364603634311 41.726744994318544)
0,POINT (-86.15839902712803 41.72612602883168)
0,POINT (-86.15198647977255 41.55880716728472)
1,POINT (-86.31268407651541 41.697775520279535)
2,POINT (-86.1500725070628 41.72744237318062)
0,POINT (-86.09051734250995 41.74563373859472)
1,POINT (-86.19366637168012 41.510801298330115)
2,POINT (-86.47085461530982 41.540872200411734)
0,POINT (-86.15779019968153 41.66887824043771)
1,POINT (-86.32804486008533 41.68724692869276)
2,POINT (-86.43980171244627 41.721791059286225)
0,POINT (-86.20210612543558 41.53922008692121)
0,POINT (-86.41439332846123 41.48309652075889)
1,POINT (-86.397963818936 41.59127419382474)
0,POINT (-86.18353488659898 41.515183175245454)
0,POINT (-86.35423879812568 41.493152401873196)
1,POINT (-86.47212434384069 41.44216874852931)
2,POINT (-86.17798769275096 41.5916036828861)
0,POINT (-86.44045484689126 41.55283079244675)
1,POINT (-86.23531275501611 41.55533521441596)
2,POINT (-86.4148881611066 41.530647209353404)
0,POINT (-86.1596941074183 41.69092017459629)
1,POINT (-86.18191707233817 41.72770687955291)
0,POINT (-86.13298938380156 41.715075682845416)
1,POINT (-86.4711358609504 41.507905852679684)
0,POINT (-86.46664143270277 41.53542185984139)
1,POINT (-86.12462866097661 41.67444071357465)
2,POINT (-86.13969941212075 41.71018139534944)
0,POINT (-86.42388346279886 41.74753933901073)
1,POINT (-86.15128178876559 41.48241461038473)
2,POINT (-86.30998074939109 41.491710083407604)
3,POINT (-86.27064318010697 41.5660463525791)
0,POINT (-86.42065697583023 41.73633347999136)
1,POINT (-86.4303738986221 41.48644243039613)
2,POINT (-86.34563237156533 41.505483878320874)
3,POINT (-86.4527502773259 41.48762830507127)
0,POINT (-86.12817420346612 41.53911461552316)
1,POINT (-86.08293915496958 41.650560748760974)
0,POINT (-86.24391897656062 41.517289804342646)
0,POINT (-86.42647281323063 41.72048179917118)
1,POINT (-86.21989417804355 41.62486162654118)
2,POINT (-86.32906787731747 41.5864650711858)
3,POINT (-86.23289933906763 41.70773199405598)
0,POINT (-86.4294636390694 41.675008556581226)
1,POINT (-86.25128734316182 41.70352035488481)
2,POINT (-86.15290968639853 41.665074590202074)
0,POINT (-86.45644434126406 41.6324794663594)
1,POINT (-86.08563204901459 41.72134222156213)
2,POINT (-86.06376382230702 41.56720095536965)
3,POINT (-86.37359292322122 41.697953768200975)
0,POINT (-86.28498879186913 41.67377829749082)
0,POINT (-86.51303192565989 41.74011225697314)
1,POINT (-86.5106706512655 41.67636714546774)
2,POINT (-86.22465638978103 41.660349252799044)
0,POINT (-86.51143868828848 41.73686549282434)
1,POINT (-86.43157009776623 41.7020350137084)
2,POINT (-86.30261706492004 41.580419564480714)
3,POINT (-86.25480606844452 41.59061831442673)
0,POINT (-86.17932888826468 41.685443746594835)
0,POINT (-86.28451687624113 41.60479120733014)
1,POINT (-86.43242507880751 41.69766668701062)
2,POINT (-86.13034427785222 41.68488246843002)
0,POINT (-86.0967962682722 41.597827495482655)
0,POINT (-86.08883454744414 41.66692916644654)
1,POINT (-86.25422224182438 41.502092435123764)
0,POINT (-86.30693573194758 41.61353718895353)
0,POINT (-86.15653779405959 41.64675509723072)
0,POINT (-86.31492192577109 41.53218935778045)
1,POINT (-86.3721208510777 41.736165684399275)
2,POINT (-86.14109069360016 41.53766994563118)
3,POINT (-86.45679882190719 41.546513847258126)
0,POINT (-86.1274564329569 41.49235412940155)
0,POINT (-86.21002379066428 41.539958502565284)
1,POINT (-86.29350811873235 41.524564285876)
2,POINT (-86.32567379507695 41.58841369137103)
0,POINT (-86.49136348553903 41.738431789634326)
1,POINT (-86.41039132797596 41.69310304112442)
2,POINT (-86.28712958247499 41.58602108755313)
0,POINT (-86.10885797550314 41.6935682494518)
1,POINT (-86.30452016941643 41.59615500941272)
2,POINT (-86.46830961520821 41.61229250665899)
0,POINT (-86.24516182597299 41.52627087707336)
1,POINT (-86.2780609580266 41.60045220320325)
2,POINT (-86.36305370946748 41.64533072814768)
3,POINT (-86.45690975544426 41.58375309229133)
0,POINT (-86.49967096637455 41.49328837612783)
1,POINT (-86.10657535145465 41.582559129328054)
2,POINT (-86.35479085552959 41.75332032648073)
0,POINT (-86.31708626046786 41.490852443488265)
0,POINT (-86.19572080458767 41.57002400034984)
0,POINT (-86.48797125837486 41.51864715704715)
1,POINT (-86.49559368575733 41.54739214139533)
2,POINT (-86.26381841955408 41.49483813966528)
3,POINT (-86.50693229687215 41.6602302630614)
0,POINT (-86.1945648483672 41.54042517988923)
1,POINT (-86.06869544144458 41.573491606560644)
2,POINT (-86.09417295286599 41.66728205643957)
3,POINT (-86.47772160879605 41.5603224535512)
0,POINT (-86.4170300475801 41.60803305209982)
1,POINT (-86.16578936226219 41.5470735651496)
0,POINT (-86.30574409565969 41.75986010197635)
1,POINT (-86.43353813509381 41.698547087504856)
0,POINT (-86.36425642486714 41.54674868782599)
1,POINT (-86.41857637895741 41.538017488408315)
2,POINT (-86.46615983719599 41.544523207871876)
3,POINT (-86.4426093236326 41.63167513476672)
0,POINT (-86.2015849703069 41.514142233899285)
1,POINT (-86.48801817471875 41.673063217253514)
0,POINT (-86.09785159816026 41.48670486483953)
1,POINT (-86.14002107113754 41.597393600701395)
2,POINT (-86.22777606887709 41.644917667908146)
3,POINT (-86.38731254197681 41.50283883178755)
0,POINT (-86.18555407271542 41.63932318216062)
1,POINT (-86.38058012182145 41.51837797584366)
2,POINT (-86.24461444494125 41.48599263918903)
0,POINT (-86.4794634560567 41.537921286805755)
0,POINT (-86.29240901307013 41.72889603166514)
1,POINT (-86.39144602279157 41.59798644454306)
0,POINT (-86.1658814657937 41.69775784350013)
1,POINT (-86.40745126249904 41.72869447734341)
0,POINT (-86.29004832624305 41.663773891382505)
0,POINT (-86.11860866816548 41.599621206009196)
0,POINT (-86.26221657630644 41.74444529211731)
1,POINT (-86.17655375727587 41.57882905962692)
2,POINT (-86.47159014053541 41.725609795071485)
0,POINT (-86.48538881056004 41.69431688728607)
1,POINT (-86.39324299222265 41.483148902043695)
2,POINT (-86.16855653038176 41.74008399651396)
0,POINT (-86.36719553469732 41.56554762617509)
1,POINT (-86.10097772531145 41.49267224240117)
2,POINT (-86.27622294116924 41.66898385322004)
3,POINT (-86.31002566731846 41.55942412684249)
0,POINT (-86.3404037323459 41.635338535987984)
1,POINT (-86.07839550373048 41.54367273817654)
0,POINT (-86.18652574104232 41.67857672856783)
1,POINT (-86.44861692379091 41.620567888368264)
2,POINT (-86.1024830231313 41.544020957425076)
0,POINT (-86.24454545709841 41.590969462948316)
1,POINT (-86.0826813088866 41.5127639924207)
2,POINT (-86.18133333080903 41.69851403056063)
3,POINT (-86.25856130095866 41.74127730048453)
0,POINT (-86.130484450037 41.66448238949463)
0,POINT (-86.42892996525613 41.7275573950458)
1,POINT (-86.4549907719149 41.56673940183381)
0,POINT (-86.50755547650523 41.65077051954264)
1,POINT (-86.33976251208362 41.553135634333344)
2,POINT (-86.0950970541207 41.61800075761377)
3,POINT (-86.29159626502302 41.59873001943248)
0,POINT (-86.26688078013147 41.62322432280916)
1,POINT (-86.23133709722113 41.722356447432595)
2,POINT (-86.07384731172574 41.585661955183305)
3,POINT (-86.22043051024299 41.70042826680269)
0,POINT (-86.1037230412512 41.679832924189185)
1,POINT (-86.3545730092234 41.71363434916827)
2,POINT (-86.48690329926202 41.74457702256915)
3,POINT (-86.20935842061336 41.69176173184664)
0,POINT (-86.5093641493557 41.700440643863075)
0,POINT (-86.19097912195777 41.63292323964994)
1,POINT (-86.08781543872558 41.70445587013345)
2,POINT (-86.22780118856257 41.633550280175015)
3,POINT (-86.06105452470584 41.626535593165805)
0,POINT (-86.51863883793992 41.713756767012185)
1,POINT (-86.3374297268619 41.48615278696268)
2,POINT (-86.29735303792668 41.68294758532842)
0,POINT (-86.09111403357797 41.64644302406573)
1,POINT (-86.485178178053 41.58167009599122)
0,POINT (-86.50862304824646 41.483845604252664)
1,POINT (-86.43741102151708 41.494460304504166)
2,POINT (-86.17792095949149 41.63497319099049)
0,POINT (-86.30614514726086 41.721830251960974)
1,POINT (-86.19328954321398 41.50490812706225)
0,POINT (-86.1576288860945 41.667605035755265)
0,POINT (-86.33926886249229 41.59973638592238)
1,POINT (-86.10541696416756 41.72582766698143)
2,POINT (-86.16030623072766 41.51776874921212)
3,POINT (-86.20426346781247 41.58316699504619)
0,POINT (-86.42416944555703 41.63635605494328)
0,POINT (-86.46696305382231 41.585669956391264)
1,POINT (-86.41078937542288 41.540726627264604)
0,POINT (-86.29950865588707 41.561269454378944)
1,POINT (-86.19956172621343 41.58078085461111)
0,POINT (-86.13797404604766 41.66633982368825)
0,POINT (-86.1724467827878 41.57774787412514)
1,POINT (-86.26506722453448 41.57102200184696)
0,POINT (-86.1868692870944 41.740519536724776)
1,POINT (-86.29244692433102 41.49096224852302)
2,POINT (-86.09366330461177 41.650814255690584)
0,POINT (-86.17777533167887 41.62982222173023)
1,POINT (-86.40361129387652 41.721183106860096)
0,POINT (-86.32052253507308 41.72629188569345)
1,POINT (-86.25666003683975 41.62170510492373)
0,POINT (-86.07071760940087 41.55211644193249)
0,POINT (-86.2820589460169 41.50389587483836)
0,POINT (-86.42407882149747 41.55970636021865)
1,POINT (-86.29192899035857 41.676244461325616)
2,POINT (-86.47410041718811 41.608953874842065)
0,POINT (-86.14485146884616 41.69362949019954)
1,POINT (-86.47989074951039 41.670442559705435)
0,POINT (-86.1270040946639 41.59181240209247)
0,POINT (-86.30988125778102 41.74457991900994)
0,POINT (-86.4533445030502 41.60082015906823)
1,POINT (-86.178498867585 41.48961485579107)
2,POINT (-86.41951230195461 41.56838227150512)
0,POINT (-86.09655706601129 41.622860630410656)
1,POINT (-86.39860844676664 41.57855154555457)
2,POINT (-86.44855024614974 41.74719169914986)
3,POINT (-86.48391072709126 41.705784875475956)
0,POINT (-86.21069405085387 41.560124505754196)
1,POINT (-86.33678537113349 41.75696722923386)
2,POINT (-86.2831716037675 41.598647381275526)
0,POINT (-86.37314527851258 41.534890411012235)
1,POINT (-86.44181593661008 41.73142250274817)
2,POINT (-86.13918112133388 41.738635818288664)
0,POINT (-86.31093397477277 41.74493918244466)
1,POINT (-86.13915663451398 41.663069157854025)
0,POINT (-86.15802494508718 41.50623971279329)
0,POINT (-86.44856674873213 41.50146884233649)
1,POINT (-86.37042539023598 41.54470959824395)
0,POINT (-86.10070213203976 41.67427924039728)
1,POINT (-86.48725591220557 41.4715796418501)
0,POINT (-86.09918534543803 41.66529940732001)
1,POINT (-86.27265057682828 41.70794830119602)
0,POINT (-86.22109816284748 41.489790939007065)
1,POINT (-86.35417697401073 41.646420857360965)
0,POINT (-86.37765428835954 41.56259499036672)
1,POINT (-86.37635879454689 41.62251294102084)
0,POINT (-86.15304980608187 41.58501804827692)
0,POINT (-86.14338356902685 41.584030521927204)
1,POINT (-86.48388837101176 41.59108843588545)
2,POINT (-86.18962971435823 41.514795644296576)
0,POINT (-86.39428543770653 41.746535748996536)
1,POINT (-86.42895901606913 41.62275902649191)
0,POINT (-86.17136164429778 41.65990578587473)
0,POINT (-86.40892470354476 41.74505617399791)
1,POINT (-86.23356205172665 41.63934733141293)
2,POINT (-86.33015532793253 41.555336395521856)
0,POINT (-86.3130046745167 41.58448401505525)
1,POINT (-86.34684227129915 41.595243749601345)
2,POINT (-86.39289126726203 41.55760150665545)
3,POINT (-86.43263777334587 41.50485510481213)
0,POINT (-86.3060913388945 41.691220445744904)
1,POINT (-86.47860837154799 41.55936597985896)
2,POINT (-86.21343841827465 41.699398428392406)
0,POINT (-86.079274424862 41.49886034708915)
1,POINT (-86.47326997410511 41.63759991139546)
2,POINT (-86.15188301624603 41.65562510370362)
3,POINT (-86.38336606117718 41.67798504210511)
0,POINT (-86.47030553265664 41.65222439718424)
1,POINT (-86.15337553436774 41.64284198416379)
2,POINT (-86.18703320782296 41.61326267310662)
3,POINT (-86.1871312145801 41.731773948745186)
0,POINT (-86.47304752873451 41.52597128090653)
0,POINT (-86.24153354614052 41.543474824942834)
1,POINT (-86.3958695268715 41.65915699167825)
2,POINT (-86.40159146443605 41.52959460057629)
3,POINT (-86.34513437977314 41.62862882668027)
0,POINT (-86.48734072020876 41.72850375222567)
1,POINT (-86.40999682020258 41.70502005013714)
0,POINT (-86.25346419533388 41.48721807347143)
1,POINT (-86.39703578732625 41.665351101997516)
0,POINT (-85.7159464375266 38.815897959913684)
0,POINT (-85.76270344803646 38.627641054946494)
0,POINT (-85.88853159554085 39.51289996405233)
1,POINT (-85.70556119476483 39.43134867775004)
2,POINT (-85.92689247718444 39.56322703306558)
3,POINT (-85.82917433095055 39.37491224403469)
0,POINT (-85.90840945555128 39.633390622870024)
1,POINT (-85.8488962543848 39.48018054858703)
0,POINT (-85.67773484827099 39.6395364180808)
0,POINT (-85.66019461784278 39.558955297968204)
0,POINT (-85.76752109152557 39.6321914878181)
1,POINT (-85.85318605580663 39.36324164713754)
0,POINT (-85.71273176130481 39.522301309572505)
0,POINT (-85.86963847426499 39.660745909892135)
1,POINT (-85.8660402892556 39.693147513263376)
2,POINT (-85.94909195646188 39.653692864017906)
3,POINT (-85.7908162295888 39.51688920411033)
0,POINT (-85.85962318594255 39.42466226337553)
1,POINT (-85.88295140630112 39.52613111030632)
2,POINT (-85.78691411323888 39.66870120342502)
0,POINT (-85.73307341208371 39.476552207179644)
1,POINT (-85.78982109237133 39.45053273441929)
0,POINT (-85.72016429806786 39.568503168688146)
1,POINT (-85.81452071005371 39.44203516701556)
0,POINT (-85.63915251577083 39.52142631228333)
1,POINT (-85.84823923413731 39.545037767002306)
2,POINT (-85.9148625423577 39.50948305045148)
0,POINT (-85.7196150551308 39.415168088315)
1,POINT (-85.74644191433524 39.457843163294214)
2,POINT (-85.83577149101512 39.41830439560427)
3,POINT (-85.79152642420345 39.36328422259811)
0,POINT (-85.91157745952685 39.377473273680074)
1,POINT (-85.84935867506131 39.64425739910228)
2,POINT (-85.89107555455779 39.38293994836767)
3,POINT (-85.8284557854614 39.4824507475571)
0,POINT (-85.91204256802912 39.50690437213911)
0,POINT (-85.95258358039975 39.402278053368505)
1,POINT (-85.88111870249968 39.553756039874926)
0,POINT (-85.87913542758929 39.50031399081128)
1,POINT (-85.69769485968231 39.40004050855521)
2,POINT (-85.66421404592877 39.59922231403913)
0,POINT (-85.78652367384969 39.58498926471249)
1,POINT (-85.71548955246222 39.57331455929789)
0,POINT (-85.68187657297942 39.41589946744639)
0,POINT (-85.77894561213428 39.60006935474485)
1,POINT (-85.89870638869883 39.43557698302528)
2,POINT (-85.63106153566567 39.4217300376948)
3,POINT (-85.80887902116343 39.62213244251311)
0,POINT (-85.70294840336751 39.574381839616684)
1,POINT (-85.9197800231825 39.53577521757352)
2,POINT (-85.852631986912 39.6672368639062)
3,POINT (-85.89118405335705 39.582239208034366)
0,POINT (-85.84678101728264 39.35053454396497)
1,POINT (-85.88788107638084 39.46321205798698)
0,POINT (-85.88085385051725 39.65201446627503)
1,POINT (-85.91175375970171 39.68499279311209)
2,POINT (-85.68257718117908 39.49152828181506)
3,POINT (-85.91600390068572 39.655564736808785)
0,POINT (-85.83512092792292 39.65685654530569)
0,POINT (-85.63180598067801 39.539861649810746)
1,POINT (-85.85157864751946 39.47757516392925)
2,POINT (-85.63918638027661 39.481010372931856)
0,POINT (-85.78837688016232 39.44891104668711)
0,POINT (-85.81013252471624 39.50768314545954)
1,POINT (-85.88682391248066 39.36005488493383)
